epoch,step,total_train_loss,real_train_loss,rec_train_loss,contra_train_loss,real_train_acc,rec_train_acc,real_train_top5,rec_train_top5,total_val_loss,real_val_loss,rec_val_loss,contra_val_loss,real_val_acc,rec_val_acc,real_val_top5,rec_val_top5,sav_version
0,1266,0.3893694766277762,0.09653722887231982,0.2928322476951338,0.7993021123876316,0.9720582790284368,0.945627221563983,0.9860028876279908,0.7723375713679603,0.8926746226621397,0.4030490122509725,0.4098153554580428,0.7981026597095259,0.9209899475524477,0.9179705710955715,0.7543733887993062,0.6766760049598409,1
1,2532,0.309265613897246,0.06679603025629104,0.24246958327166276,0.7913807924324867,0.9791148301737739,0.9522184784755163,0.9873444231758617,0.7695890228891215,0.871500779281963,0.408935111580473,0.38606403880950174,0.76501619273966,0.9241868808275062,0.9230077214452214,0.75085881447662,0.6873572503419165,2
2,3798,0.29306598765684344,0.05971639469342445,0.23334959337684968,0.7498960517123224,0.981228401461294,0.9534175059241702,0.9885595172742461,0.7680485882535545,0.8177785001920931,0.3880899575623599,0.35945719615979627,0.7023134981140946,0.9275440705128204,0.9255363126456875,0.7613941148139044,0.6841937100718493,3
3,5064,0.2847809294447609,0.05603233312431717,0.22874859633368527,0.7150828939572706,0.9823651016982613,0.9538988447867295,0.9894576046726963,0.7670075690196743,0.8106082262414874,0.3796193524066246,0.3640454084132657,0.6694346169630686,0.9288334061771559,0.9250573645104896,0.7733614675333721,0.677348704865267,4
4,6330,0.27939021189536717,0.05438472843340173,0.2250054832283072,0.6940953419860129,0.9827939869668241,0.9545443325434441,0.9902013998050199,0.7662707777751092,0.7717932250463602,0.36468244248041604,0.3430554033680396,0.6405536315657876,0.9304414335664336,0.9290838068181816,0.7657347714883952,0.6806711956002645,5
5,7596,0.2683046537953154,0.0502907446266327,0.21801390920840732,0.6791366142872574,0.9841343305687211,0.9557526165086873,0.9903603586723987,0.7737857427057682,0.7508826386747938,0.3511107252402739,0.33652822199192917,0.6324369356487737,0.9346736596736598,0.9311607663170166,0.7904606527755013,0.7051875752088909,6
6,8862,0.2635408718297832,0.04871015790496816,0.214830713955712,0.6694567248248753,0.9845311265797795,0.956081531398105,0.9914632623529445,0.7745283251614804,0.6802376373247667,0.3102437620135871,0.30897034140247287,0.610235258936882,0.9391699446386947,0.9326021634615387,0.7925957394461411,0.6737246235868203,7
7,10128,0.2600730431882597,0.04715025372929006,0.21292278936830178,0.6543810951389596,0.9850377665876773,0.956635071090047,0.9914835615106852,0.774857333804503,0.6867268667979674,0.3238874255030444,0.30418853890715225,0.5865090525511539,0.9381200830419583,0.9347674460955715,0.7866463362209505,0.6967724590358138,7
8,11394,0.2533558829265277,0.04530930081397107,0.20804658209637256,0.6395538804278743,0.9856375888625601,0.9571583728278047,0.9924080620399288,0.7796243915235078,0.6840799396688287,0.30967250562301185,0.3194300044666637,0.5497742272687681,0.9407670454545455,0.9344778918997669,0.8212323342357053,0.7113454716139742,7
9,12660,0.24909225798331167,0.04302791454704216,0.20606434341125768,0.6265191054457172,0.9862151954976298,0.9574774140995261,0.9930717263229124,0.781463576948958,0.6466314539764867,0.2911847093791673,0.30172886473662924,0.5371788216359688,0.9433748543123542,0.9368899329836831,0.8125105875615448,0.7045024757312824,8
10,13926,0.23967159468251006,0.040169478341860555,0.19950211658708952,0.612686223763896,0.9872074940758286,0.9587992446682481,0.9934293286197774,0.787537156344521,0.6281173120845448,0.2712888199497353,0.30796351983691705,0.48864968075896753,0.9473812645687645,0.9359010780885784,0.8366431571182646,0.7120786408990282,9
11,15192,0.23432140272422614,0.03782557864124647,0.1964958242153952,0.5990710339934152,0.9878764316745657,0.958993631516586,0.9943558189384998,0.7912685192832124,0.5591717339826353,0.2332610073640491,0.2776733067902652,0.48237420663689123,0.9518629807692307,0.9394485722610723,0.8565957923199645,0.7233024842072572,10
12,16458,0.22653434099261702,0.03670244945189658,0.18983189139579898,0.5942525072685351,0.9881393167456549,0.959964331556083,0.9949280295175077,0.7999171832750979,0.5645277400811514,0.24020401775046732,0.2784060708275347,0.4591765150879369,0.952679742132867,0.940960992132867,0.8521764112036248,0.7350299572338264,10
13,17724,0.2231689714922277,0.035119584976551294,0.188049386415813,0.5868926514852292,0.9885626481042658,0.9601834024486567,0.9951423061645869,0.8004198014651972,0.5372442282510527,0.21394976431673224,0.2776987221882199,0.45595741362282727,0.9559914044289048,0.9396461611305361,0.8805026142793674,0.7329543111564111,11
14,18990,0.22073211067166373,0.03401823339676323,0.18671387745917878,0.5829767632117203,0.9888594737361764,0.9604203692733009,0.9952232903452528,0.8032764723531196,0.5219615110845277,0.2077422258303021,0.2697923192472169,0.4442696616505132,0.9574928977272725,0.9415437427156179,0.8809263371157321,0.7363102123393959,12
15,20256,0.21886099686060473,0.0336546695016554,0.18520632722837288,0.5802227222665226,0.988937845576619,0.9607350908372841,0.9952792220292784,0.8053759267481919,0.4950788716475169,0.19687148922997894,0.255736680983594,0.42470697290969617,0.9594004953379952,0.9438155594405595,0.8867916533689655,0.7476078455842249,13
16,21522,0.21491807606218363,0.03209337961233234,0.18282469651716252,0.5695067282301178,0.9893901806872035,0.9608196336887844,0.9960597767229586,0.8090641517004332,0.49895806791204395,0.19078322093595157,0.2670108779813304,0.41163966556390125,0.9596490748834494,0.941658471736597,0.9021671023770376,0.7503967396912845,13
17,22788,0.2107992774113942,0.03117582545134623,0.1796234520902566,0.5675442886861015,0.9896530657582954,0.9612127270932068,0.9962449097719932,0.8117715544405573,0.47512931850823487,0.17936499701869307,0.25468043486277264,0.41083886496948474,0.9618753642191145,0.9430834790209792,0.9000916181306186,0.7563219439541723,14
18,24054,0.20697275856510725,0.030706293170861192,0.17626646555314468,0.5633357810842294,0.9898289395734611,0.9616786384281186,0.9964073640488836,0.8176349266359731,0.4795951202060237,0.1823701322868918,0.2576113336465575,0.3961365412582051,0.9608273237179487,0.942942344114219,0.9008184278164137,0.7543327862273441,14
19,25320,0.20518723287947746,0.030128647182666436,0.17505858557248755,0.5585628009473355,0.9899535939968422,0.9618181032780398,0.9964153018218663,0.8182689142946501,0.4628098738012892,0.17145445103277313,0.25180471711086505,0.39550706473263825,0.9634396853146853,0.9443800990675991,0.9068860842586909,0.7512520609205521,15
20,26586,0.2016517508474854,0.029175769212165786,0.17247598153343321,0.5540222428845003,0.9901942634281196,0.9620137243285938,0.9966253117671197,0.8232770435735687,0.44010836044044205,0.16361687754309087,0.23866846468864064,0.37823019899202115,0.9645123106060606,0.9454645614801865,0.9147715196045767,0.772045613235443,16
21,27852,0.19895225781868292,0.028298298455402365,0.1706539592867508,0.5517230479967726,0.9904133343206942,0.9623568325434446,0.997203495502944,0.8250958826091941,0.4331546597408526,0.1543628826426963,0.24181590409892978,0.3697587513562405,0.9649420891608391,0.9448827214452211,0.9177430485024244,0.7691678074516649,17
22,29118,0.19559041242958244,0.02738543736654971,0.1682049750834468,0.5422962807224825,0.9908193868483419,0.9625956506714055,0.9974398843016195,0.8282531433656742,0.4282353825189851,0.15994634397440788,0.23289929217461383,0.35389747448039777,0.9654611013986016,0.9467675553613053,0.9171119696289726,0.7790352236089675,18
23,30384,0.1937051880898728,0.027215660015624282,0.16648952805659312,0.5398911571286112,0.9907379295023709,0.9627795468009485,0.997413952378303,0.8310530145860111,0.415866214669112,0.14340197664657325,0.23794625451167425,0.3451798226345669,0.9676482371794872,0.9454609192890443,0.9291074948781267,0.7733557834210185,19
24,31650,0.19206335637747865,0.026306282041085323,0.16575707411349386,0.5319764006053102,0.9909637885071083,0.9626987065560837,0.9977406946410444,0.8330060028941559,0.4092880708701683,0.13521343565574198,0.2419358523506107,0.3213878217520136,0.9697734557109559,0.9451258377039625,0.9393438475897845,0.7765812872894726,20
